record,uuid,status,dTrack,qtime,rnid,consent,HH1,HH23r1,HH23r2,HH23r3,HHCr1,HHCr2,HHCr3,HHAr1,HHAr2,HHAr3,HH4,HH5,HH6r1,HH6r2,HH6r3,HH6r4,HH6r5,HH6r6,HH6r6oe,HHR,Q2,hRegionUS,HH7,HH7r3oe,HHO,HH8,HH8r8oe,HH9,HH10,HH10_1,HH11,HH12r1,noanswerHH12_r8,HH12a,HH13r1,noanswerHH13_r8,HH13a,HHI,ESC1r1,ESC1r2,ESC1r3,ESC1r4,ESC1r5,ESC1ar1,ESC1ar2,ESC1ar3,ESC1ar4,ESC1ar5,ESC1ar6,ESC1br1c1,ESC1br2c1,ESC1br3c1,ESC1br4c1,ESC1b_1r1c2,ESC1b_1r2c2,ESC1b_1r3c2,ESC1b_1r4c2,ESC1b1r1,ESC1b1r2,ESC1b1r3,ESC1b1r4,ESC1cr1c1,ESC1cr2c1,ESC1cr3c1,ESC1cr4c1,ESC1c_1r1c2,ESC1c_1r2c2,ESC1c_1r3c2,ESC1c_1r4c2,ESC1c1r1,ESC1c1r2,ESC1c1r3,ESC1c1r4,ESC2,ESC2a,ESC2b,ESC2c,EB2a,EB2a1,EB3a,EB3a1,EB2b,EB2b1,EB3b,EB3b1,EB2c,EB2c1,EB3c,EB3c1,EB2d,EB2d1,EB3d,EB3d1,EB2e,EB2e1,EB3e,EB3e1,EB4,Q4ar1,Q4ar2,Q4ar3,Q4ar4,Q4ar5,Q4ar6,Q4ar6oe,EB5r1,EB5r2,EB5r3,EB5r4,EB6r1,EB6r2,EB6r3,EB6r4,EB7a,Q7a1,Q7a2,Q7a3,EB7b,Q7b1,Q7b2,Q7b3,EB7c,Q7c1,Q7c2,Q7c3,EB7d,Q7d1,Q7d2,Q7d3,EB8a,Q8a1,Q8a2,Q8b1,EB8b,Q8b2,EB8c,Q8c1,Q8c2,EB8d,Q8d1,Q8d2,HEC1r1a,HEC1r1b,HEC1r1c,HEC1r1d,HEC2r1,HEC2r2,HEC2r3,HEC2r4,HEC2r5,HEC2r6,HEC2r7,HEC2r8,HEC2r9,HEC2r10,HEC2r9oe,HEC3r3a,HEC3r3b,HEC3r3c,HEC3r3d,HEC3r3e,HEC3r3f,HEC3r3g,HEC3r3h,HEC4a,HEC4ai,HEC4aii,HEC4b,HEC4bi,HEC4bii,HEC5,HEC5a,HEC5a1,HEC5a2r1,HEC5a2r2,HEC5a2r3,HEC5a2r4,HEC5a2r5,HEC5a2r6,HEC5a2r7,HEC6,HEC6a,HEC6b1,HEC6b2r1,HEC6b2r2,HEC6b2r3,HEC6b2r4,HEC6b2r5,HEC6b2r6,EL1,hEL1r1,EL2,hEL2r1,EL3,CEP1,Q14a1,CEP2,Q14b1,CEP3,Q14c1,CEP4,Q14d1,CEP5,Q14e1,CEP6,CEP7,CEP8r1,CEP8r2,CEP8r3,CEP8r4,EH1a_er1a,EH1a_er2b,EH1a_er3c,EH1a_er4d,EH1a_er5e,EH2,EH2_1r1,EH2_1r2,EH2_1r3,EH2_1r3oe,H1r1,H1r2,H1r3,H1r4,H1r5,H1r6,H1r7,H1r7oe,H2r1,H2r2,H2r3,H2r4,H2r5,H2r6,H2r7,H2r8,H2r9,H2r10,H2r11,H2r12,H2r13,H2r14,H2r15,H2r16,noanswerH2_r17,PSSPSS1,PSSPSS2,PSSPSS3,PSSPSS4,PSSPSS5,PSSPSS6,PSSPSS7,PSSPSS8,PSSPSS9,PSSPSS10,SF1,SF2,SF3,PSQI1,PSQI2a,PSQI2b,FI1,FI2,FI3,FI4
329,ezut8rh2j901ahej,3,0,433.587579,EPOVT368289SJL44N6,1,1,0,1,0,0,1,0,0,1,0,30,2,1,0,0,0,0,0,,3,10,3,2,,1,1,,1,2018,3,5,,1,7,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,3,2,3,0,0,0,0,0,0,0,0,0,1,,2,3,2,4,2,3,3,2,2,,,1,80,70,7,1,1,1,0,0,0,0,0,0,4,2,,,,,,,,1,,1,1,4,2,,2,,2,,2,,2,,2,2,0,0,0,1,3,3,3,3,3,0,,,,,2,2,2,2,2,2,,,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,0,2,2,3,4,3,2,3,3,2,3,3,2,2,1,1,0,5,4,4,4
323,a879q5fnujnkhntf,3,0,1525.167946,EPOVT23T7P4XBDZ4N2,1,1,0,0,1,0,1,0,1,0,0,71,2,1,0,0,0,0,0,,3,7,1,2,,1,7,,1,2013,,5,,1,4,25000,0,,2,1,0,0,0,0,1,0,0,0,0,0,125,,,,0,0,0,0,,,,,35,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,70,70,1,70,70,5,2,,,,,,,,,3,2,,,,,,,,2,1,1,1,3,2,,2,,2,,2,,2,,2,2,0,0,1,0,3,3,2,1,1,0,,,,,1,1,2,2,2,2,,,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,0,4,4,4,3,3,4,3,3,4,4,3,3,3,2,3,0,1,3,3,3
332,74kn25u52hh3ehtn,3,0,2643.132667,EPOVT3G4KX3M9SK4N1,1,4,1,1,0,1,0,1,0,1,1,42,1,1,0,0,0,0,0,,1,5,4,2,,1,6,,1,2010,,5,2000,0,,25000,0,,2,1,0,0,0,0,1,0,0,0,0,0,300,,,,0,0,0,0,,,,,90,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,2,,,2,,,5,2,,,,,,,,,1,1,4,1,0,0,0,0,0,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,2,1,4,2,4,4,2,1,3,1,1,0,0,0,1,3,3,3
330,2gmrd2p7yk9w8qgf,3,0,852.6508894,EPOVT3DQKF7GSNL4N5,1,1,0,0,1,0,1,0,1,0,0,69,2,0,0,0,0,0,1,American,3,48,4,2,,1,6,,1,2018,2,3,425,0,,15144,0,,1,1,0,0,0,0,1,0,0,0,0,0,70,,,,0,0,0,0,,,,,30,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,4,3,4,0,0,0,0,0,0,0,0,0,1,,3,2,3,2,2,2,1,3,1,65,70,1,80,75,5,1,4,0,0,1,0,1,0,0,1,1,4,1,1,0,1,0,0,4,,1,1,1,1,3,2,,1,2,2,,1,2,1,2,0,0,1,1,3,4,3,1,3,0,,,,,2,2,2,2,2,2,,,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,0,4,4,4,3,2,3,2,3,4,4,4,3,4,2,2,2,3,2,2,1
331,v6ja7kjg7w1hbqng,3,0,813.4257607,EPOVT3FRCPMKTRH4N2,1,1,0,0,0,0,1,0,0,0,1,63,2,0,0,1,0,0,0,,3,44,3,2,,1,7,,1,2009,,4,650,0,,8628,0,,1,1,0,0,0,0,1,0,0,0,0,0,75,,,,0,0,0,0,,,,,45,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,3,3,3,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,3,4,4,4,4,1,68,68,1,79,79,5,2,,,,,,,,,3,1,1,0,0,0,0,0,1,4,,1,1,1,1,1,2,,2,,2,,2,,2,2,0,0,1,0,2,1,1,1,1,0,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,1,5,4,2,1,2,1,1,0,1,0,1,3,3,3
325,adrj2t0kunykw6ej,3,0,1495.330192,EPOVT2QN8GWY87F4N8,1,5,0,0,5,0,1,0,1,0,0,68,2,0,0,0,1,0,0,,3,5,4,2,,1,2,,4,2010,,2,1600,0,,24000,0,,2,1,1,0,0,0,1,1,0,0,0,0,150,100,,,0,0,0,0,,,,,80,50,,,0,0,0,0,,,,,1,80,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,2,3,1,62,60,1,76,72,5,1,2,0,0,0,0,0,0,1,3,2,,,,,,,,3,,1,1,2,2,,2,,2,,2,,1,1,2,2,0,0,1,0,3,1,1,3,3,0,,,,,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,4,2,2,2,2,2,3,2,1,1,0,0,2,2,2,2
333,30a9qthvxwc7fv5g,3,0,981.1041038,EPOVT3PFSPD5TLS4N7,1,1,0,0,1,0,1,0,1,0,0,72,2,1,0,0,0,0,0,,3,24,2,2,,1,2,,1,2013,,5,300,0,,17000,0,,1,1,1,0,0,0,1,1,0,0,0,0,70,50,,,0,0,0,0,,,,,50,20,,,0,0,0,0,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,1,1,,,2,,,,,,,,3,3,4,3,0,1,0,0,0,0,0,0,0,0,,3,4,3,3,3,3,1,3,1,72,66,1,80,75,4,2,,,,,,,,,1,1,2,1,0,0,1,0,0,1,,2,,1,1,3,2,,2,,2,,2,,2,2,0,1,0,0,1,2,1,1,1,0,,,,,2,2,2,2,2,2,,,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,0,1,1,1,5,4,1,5,5,1,1,1,1,1,1,0,0,1,3,3,3
336,89ftdgz64wmaqb5t,3,0,402.012104,EPOVT52N33FX4R94N7,1,1,0,1,0,0,1,0,0,1,0,49,1,1,0,0,0,0,0,,1,44,3,1,,2,2,,3,2000,,4,700,0,,15000,0,,1,1,0,0,0,0,1,0,0,0,0,0,100,,,,0,0,0,0,,,,,100,,,,0,0,0,0,,,,,1,70,1,1,1,4,1,1,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1,2,,,2,,,5,2,,,,,,,,,1,2,,,,,,,,1,,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,0,0,2,3,3,3
335,u5jsbrxvzh5ykkwp,3,0,714.6812072,EPOVT4QZ3984GR54N5,1,2,0,1,0,0,1,0,0,1,1,62,1,1,0,0,0,0,0,,1,44,3,1,,2,3,,3,2018,1,4,500,0,,47000,0,,2,1,0,0,0,0,1,0,0,0,0,0,100,,,,0,0,0,0,,,,,150,,,,0,0,0,0,,,,,1,85,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,1,1,,,,,,,,2,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,2,3,3,3,1,68,65,1,78,74,5,2,,,,,,,,,4,2,,,,,,,,2,1,3,,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,2,1,1,1,1,0,,,,,1,2,1,2,1,2,,,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,0,2,1,2,5,5,1,4,5,2,1,2,1,1,1,1,1,1,3,3,3
338,ambd2j9u54gn8q8x,3,0,665.2825255,EPOVT57XF9BKQ9L4N6,1,3,1,2,0,1,0,1,0,1,0,40,1,1,0,0,0,0,0,,1,5,4,1,,2,1,,2,2010,,3,1850,0,,28000,0,,2,1,1,0,0,0,1,1,0,0,0,0,60,80,,,0,0,0,0,,,,,65,86,,,0,0,0,0,,,,,1,120,1,1,1,2,1,2,1,2,1,2,,,,,,,,,1,2,1,2,2,1,0,0,0,0,0,,1,2,,1,2,1,,1,1,2,1,,1,1,1,,,,,,1,1,1,,1,1,,1,1,,,,,1,1,,3,4,4,3,0,1,0,0,0,0,0,0,0,0,,4,3,3,3,4,3,2,3,1,85,85,1,69,70,1,1,2,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,4,2,3,4,1,1,0,0,,1,1,1,1,2,1,,,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,0,3,4,5,4,3,4,5,4,3,4,2,3,4,1,1,2,3,1,2,2
334,h5upcx4n8z8eneh4,3,0,1317.681692,EPOVT4PBNTFFSTF4N0,1,1,0,0,1,0,1,0,1,0,0,72,2,0,1,0,0,0,0,,2,48,4,2,,1,7,,1,1995,,3,850,0,,13000,0,,1,1,0,0,0,0,1,0,0,0,0,0,45,,,,0,0,0,0,,,,,25,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,50,55,1,65,65,5,2,,,,,,,,,4,2,,,,,,,,2,1,4,,3,1,1,2,,1,1,1,1,2,,2,2,1,0,0,0,2,1,1,1,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,5,5,1,2,1,1,1,1,1,0,1,3,3,3
337,rh4zcpzy7y2r15nn,3,0,948.8298538,EPOVT547G8WZ8KB4N1,1,1,0,0,0,0,1,0,0,0,1,99,2,0,0,1,0,0,0,,3,23,2,3,sponge off others,1,1,,0,2018,1,5,,1,7,,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,0,0,1,,2,2,3,2,2,3,2,2,2,,,2,,,8,2,,,,,,,,,8,2,,,,,,,,2,1,2,,5,2,,2,,2,,2,,2,,2,2,0,0,0,1,3,3,3,3,3,0,,,,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,1,5,4,4,4
339,zwb2uzt10h0qwvey,3,0,1645.98698,EPOVT5NMGJNMJQR4N6,1,2,0,2,0,0,1,0,0,1,0,49,1,0,0,0,0,0,1,Colombian,1,21,3,1,,2,2,,4,2005,,3,2250,0,,,1,1,1,1,0,0,0,0,1,0,0,0,0,0,200,,,,0,0,0,0,,,,,125,,,,0,0,0,0,,,,,1,65,1,1,2,,,,,,,,,,,,,,,,1,1,1,3,1,,,,,,,,2,,,2,2,,,1,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,3,3,3,3,1,0,0,0,0,0,0,1,0,0,,3,3,3,3,3,3,3,3,1,71,72,1,71,72,5,2,,,,,,,,,3,2,,,,,,,,2,1,3,,3,2,,2,,2,,2,,2,,2,2,0,0,0,1,3,3,1,1,4,0,,,,,2,2,2,2,2,2,99,Neurology,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,3,2,3,3,3,3,3,4,4,3,3,2,1,1,1,1,2,2,2,2
342,jpvuazdarg1ujb5t,3,0,883.1412382,EPOVT636YH5WZWV4N7,1,1,0,0,1,0,1,0,1,0,0,54,1,1,0,0,0,0,0,,1,33,1,2,,1,2,,0,1964,,2,250,0,,20999,0,,1,1,1,0,0,0,1,1,0,0,0,0,87,199,,,0,0,0,0,,,,,98,209,,,0,0,0,0,,,,,1,100,1,1,1,1,1,3,1,4,1,2,,,,,,,,,1,2,1,3,2,0,2,0,0,0,0,,1,1,,1,1,1,,1,1,1,2,,1,1,2,,,,,,1,1,2,,1,2,,1,1,,,,,1,2,,3,4,4,4,0,0,1,0,0,0,0,0,0,0,,4,4,4,4,4,4,4,4,1,40,40,1,59,50,3,1,2,0,1,0,0,0,0,0,3,1,2,0,0,1,0,0,0,3,,3,,3,1,2,1,2,1,2,1,2,1,2,1,1,1,0,0,0,4,5,5,5,5,1,0,1,0,,2,2,2,2,2,2,2,Done,2,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,3,2,0,1,1,2,2,2,2
340,skaz78b8wrdzsz52,3,0,1042.08573,EPOVT5VCDD9MPMS4N3,1,3,1,0,1,1,0,1,1,0,1,67,2,1,0,0,0,0,0,,3,36,2,3,Live with relative,1,2,,3,2018,2,5,,1,7,,1,3,3,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,1,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,3,3,,3,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,1,1,,,,,1,1,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,4,4,4,3,4,3,1,72,72,1,70,70,5,2,,,,,,,,,1,2,,,,,,,,2,1,4,,2,2,,2,,2,,2,,2,,2,2,1,0,0,0,1,1,1,1,1,0,,,,,1,2,2,2,1,2,2,None,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,0,2,2,2,5,4,1,4,4,3,2,2,1,1,0,0,1,1,3,3,3
341,d02dmrfr7mzxpw1p,3,0,1239.488776,EPOVT5VCSN6TYBN4N3,1,2,0,0,1,0,1,0,1,0,1,93,2,0,1,0,0,0,0,,2,23,2,1,,2,2,,2,2008,,2,451,0,,,1,2,2,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,5,5,,,,,,,1,1,0,0,5,5,,,1,55,2,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,3,3,,3,2,2,,2,2,,,,2,,,,,,,,2,,,,1,2,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,4,3,3,4,4,4,1,74,69,1,70,70,4,2,,,,,,,,,4,1,1,0,0,0,0,0,1,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,1,1,2,1,2,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,5,1,5,5,2,1,2,3,1,0,0,0,1,3,3,3
345,vrbcj0e1f042ct3f,3,0,960.8882318,EPOVT8SR4KW6NY24N7,1,3,1,2,0,1,0,1,0,1,0,35,2,0,1,0,0,0,0,,2,34,3,1,,2,2,,3,2015,1,4,,1,4,,1,4,3,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,5,5,,,,,,,1,1,0,0,5,5,,,1,40,1,1,1,2,1,1,1,2,1,2,,,,,,,,,1,2,1,1,2,1,0,0,0,0,0,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,1,71,73,1,68,68,4,2,,,,,,,,,4,2,,,,,,,,2,1,2,,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,5,5,5,5,5,0,,,,,2,2,2,2,2,2,,,99,2,2,2,2,2,99,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,2,2,2,1
346,83t2e4f2j0f9k94s,3,0,994.6484377,EPOVTB8RTZJW7QN4N2,1,1,0,0,1,0,1,0,1,0,0,70,2,1,1,1,0,0,0,,2,33,1,1,,2,7,,2,1984,,2,2000,0,,75000,0,,3,1,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,2,,2,2,2,,2,,,,2,,,,2,,,,,,,,2,,,,2,,2,,,,,,3,1,3,3,0,0,0,0,0,0,0,0,0,1,,4,3,3,3,3,3,3,3,2,,,2,,,5,2,,,,,,,,,3,2,,,,,,,,2,1,1,1,5,2,,2,,2,,2,,2,,2,2,0,0,0,1,5,5,5,5,1,0,,,,,1,2,2,2,2,2,2,None,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,0,2,1,1,5,4,1,5,5,2,1,2,1,1,1,0,0,1,3,3,3
347,750hpwu2vs5j33v2,3,0,1216.734505,EPOVTBDMC86GTLY4N7,1,1,0,0,1,0,1,0,1,0,0,79,2,0,1,0,0,0,0,,2,41,3,1,,2,2,,3,1960,,2,,1,2,,1,1,1,1,1,0,0,0,1,1,0,0,0,0,,,,,1,1,0,0,1,2,,,,,,,1,1,0,0,1,1,,,1,50,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,3,3,,3,2,2,,2,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,2,,,3,3,3,3,0,1,0,0,0,0,0,0,1,0,Bathroom wall from infestitation,3,3,3,3,3,4,4,3,1,73,73,1,68,68,4,2,,,,,,,,,6,2,,,,,,,,2,1,1,1,2,2,,2,,2,,2,,2,,2,2,0,0,0,1,2,2,2,2,2,0,,,,,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,4,2,4,4,3,2,3,3,1,1,0,0,1,3,3,3
349,q48sxjwjf3a6m9py,3,0,785.4691925,EPOVTC2SGVWT2964N0,1,2,0,1,0,0,1,0,0,1,1,62,2,1,0,0,0,0,0,,3,23,2,2,,1,5,,1,2013,,2,950,0,,30000,0,,2,1,1,0,0,0,1,1,0,0,0,0,35,55,,,0,0,0,0,,,,,55,35,,,0,0,0,0,,,,,1,20,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,3,4,4,0,0,0,0,0,0,0,0,0,1,,3,3,4,3,4,4,4,3,1,68,65,1,70,70,3,2,,,,,,,,,5,2,,,,,,,,2,1,1,1,1,1,2,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,2,2,4,4,2,4,4,3,2,1,1,1,0,0,0,1,3,3,3
352,m7jx9fghxqg0avz6,3,0,762.0882018,EPOVTCZNXZG77YZ4N0,1,2,0,0,1,0,1,0,1,0,1,63,1,1,0,0,0,0,0,,1,44,3,1,,2,2,,3,1973,,2,1000,0,,34000,0,,2,1,1,0,0,0,1,1,0,0,0,0,38,45,,,0,0,0,0,,,,,50,20,,,0,0,0,0,,,,,1,65,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,2,3,3,3,0,0,1,1,1,0,0,1,0,0,,3,2,3,1,2,2,2,2,1,72,64,1,85,74,6,1,2,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,2,1,3,,1,1,1,1,1,2,,1,2,2,,2,2,0,0,1,0,3,3,2,2,3,0,,,,,2,2,2,1,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,4,5,4,3,3,3,4,3,3,2,1,1,1,0,0,2,2,2,3
354,qzj16ay268qhbvvt,3,0,752.0422037,EPOVTD9QVJQBTXD4N9,1,2,0,2,0,0,1,0,0,1,0,63,2,1,0,0,0,0,0,,3,43,3,2,,1,4,,2,2018,3,5,600,0,,24000,0,,2,1,0,0,0,0,1,0,0,0,0,0,125,,,,0,0,0,0,,,,,125,,,,0,0,0,0,,,,,1,100,1,2,1,4,2,,,,,,,,,,,,,,1,4,2,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,1,1,,,,,,,,1,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,0,Screens,1,1,1,1,1,1,1,1,1,50,40,1,78,78,7,1,4,1,0,1,1,1,1,0,2,1,4,0,1,0,1,1,0,2,1,3,,4,1,3,1,3,1,3,1,3,1,3,2,1,1,0,1,1,4,4,4,1,4,0,,,,,2,2,2,2,2,2,1,"Migraines, Fibromyalgia, Degenerative Back Disease, Arthritis, Allergies",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,1,1,5,1,1,5,5,6,5,5,3,3,3,4,1,1,1
353,4y68kcjung0qxbd0,3,0,884.4063258,EPOVTD9B66QGP8L4N7,1,1,0,0,1,0,1,0,1,0,0,65,2,1,0,0,0,0,0,,3,49,3,2,,1,5,,1,2002,,5,,1,2,9899,0,,1,1,0,0,0,0,1,0,0,0,0,0,53,,,,0,0,0,0,,,,,,,,,1,0,0,0,1,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,1,3,3,3,3,3,3,1,78,78,1,73,73,3,2,,,,,,,,,6,2,,,,,,,,4,,1,1,4,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,2,2,1,2,1,2,,,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,0,5,5,5,1,1,5,1,1,1,5,4,4,1,2,0,0,1,3,3,1
355,7gx2tx8e6xkhxts2,3,0,893.8919268,EPOVTDSDRTTRT7L4N4,1,3,0,2,1,0,1,0,1,1,0,66,2,1,0,0,0,0,0,,3,15,2,2,,1,2,,3,2009,,2,,1,3,35000,0,,2,1,1,0,0,0,1,1,0,0,0,0,163,,,,0,1,0,0,,2,,,,,,,1,1,0,0,2,1,,,1,99,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,4,4,,4,2,2,,2,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,69,69,2,,,5,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,5,5,5,5,5,0,,,,,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,5,3,1,5,4,1,1,5,4,5,2,0,0,1,3,3,3
357,svbc58mmq0pfu4kx,3,0,955.1432562,EPOVTDWX44LVMJ24N0,1,1,0,0,1,0,1,0,1,0,0,69,2,0,1,0,0,0,0,,2,5,4,2,,1,5,,1,1979,,2,1000,0,,2000,0,,1,1,1,0,0,0,1,1,0,0,0,0,80,60,,,0,0,0,0,,,,,85,20,,,0,0,0,0,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,2,2,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,4,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,4,4,3,3,3,3,1,60,50,2,,,4,2,,,,,,,,,3,2,,,,,,,,2,1,3,,2,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,1,1,1,2,1,2,1,Kidney Failure,,,,,,,,,,,,,,,,,1,2,3,3,4,4,2,4,3,2,2,6,4,4,2,0,0,1,3,3,3
